# Figure-4 INTERIM export. One row per structure with BOTH pressure legs ok.
# exported            : 2026-09-06T06:52:41Z  (2026-09-06 15:52 KST, cluster clock)
# source              : logs/fig4.runs + RASPA .data on dirac-bei, joined to
#                       screen/fig4_ledger.csv (cycles) and harness/fig4_submit.py
#                       load_queue() (segment). Read-only; nothing was submitted.
# units               : N65, N5_8, working_capacity, uncertainty, agent_value are all
#                       cm^3 (STP)/cm^3 framework. N65 is 65 bar, N5_8 is 5.8 bar,
#                       working_capacity = N65 - N5_8, uncertainty = legs in quadrature.
#
# per-segment completion   both legs ok / structures in segment   ->  rows exported
#   sample             1497 /   1500  ( 99.8%)            1497
#   descriptor_tail     847 /    858  ( 98.7%)             847
#   agent_tail          124 /    571  ( 21.7%)             124
#   claims                0 /      2  (  0.0%)               0
#   TOTAL              2468 /   2931            2468
#   Segments are OPEN. These rows are a subsample of each segment, so the top of this
#   file is not the top of the segment: an interim view, not a result.
#
# note: 76 structure(s) appear on MORE THAN ONE ROW because they are in
#   the queue at two grades, which are two separate measurements at different cycle
#   counts. Key on (structure_id, segment), not on structure_id: 0000[Cu][tbo]3[ASR]1, 0000[Cu][tbo]3[ASR]2, 0000[Er][lcy]3[ASR]1, 0000[Er][nan]3[ASR]1, 0000[Lu][lcy]3[ASR]1, ...
# note: 46 ok run(s) in logs/fig4.runs belong to no Figure-4 queue segment
#   (the Stage-0 ppn=1 requeue writes to the same log) and are excluded.
# agent_value is the HIGHEST agent-reported deliverable_capacity for that structure in
#   analysis/fig2_claims_long.csv, and agent_run the run that reported it. EMPTY MEANS
#   UNCLAIMED, NOT ZERO. It is the top of a band, not a number: the highest retained
#   claim is 200.125 +/- 0.529 (rep06, 2016[Cu][pts]3[ASR]1), yet 12 runs on that one
#   structure span 198.85-200.12, so the fleet's own spread there is ~1.3 units.
#
# Every line above begins '#' and is header; the CSV header row follows. No structure id
#   contains '#', so pandas.read_csv(path, comment='#') reads this file as-is.
structure_id,segment,init_cycles,production_cycles,N65,N5_8,working_capacity,uncertainty,agent_value,agent_run
2018[Zr][pcu]3[ASR]7,sample,2000,10000,196.637015,136.577613,60.059402,2.909297,,
2018[Fe][sql]2[ASR]1,sample,2000,10000,145.041247,85.002096,60.039151,1.339936,,
2023[Mg][bpq]3[ASR]1,sample,2000,10000,144.465099,84.605516,59.859583,5.940987,,
2021[Zn][pts]3[ASR]2,sample,2000,10000,192.205796,132.388194,59.817602,2.108616,,
2006[V][nan]3[FSR]4,sample,2000,10000,141.530565,81.792254,59.738311,2.927438,,
2013[Zn][nan]2[ASR]2,sample,2000,10000,146.388119,86.676093,59.712025,2.710705,,
2012[Co][ecu]3[ASR]7,sample,2000,10000,166.663464,106.968590,59.694874,2.014509,,
2016[Cu][ant]3[ASR]1,sample,2000,10000,160.279480,100.736110,59.543370,1.702799,,
2019[Cu][lcv]3[ASR]1,sample,2000,10000,147.493506,88.007582,59.485924,1.084856,,
2016[CuU][nan]3[ASR]1,sample,2000,10000,127.399972,67.978241,59.421731,3.683557,,
2015[Zn][sra]3[ASR]2,sample,2000,10000,166.980285,107.733752,59.246533,1.903992,,
2012[Co][dia]3[ASR]1,sample,2000,10000,191.429751,132.231185,59.198566,1.544457,,
2021[CuMn][tfz]3[ASR]2,sample,2000,10000,167.843505,108.712636,59.130869,4.410066,,
2020[Cu][pcu]3[ASR]3,sample,2000,10000,178.273758,119.187400,59.086358,3.639032,,
2021[Cd][tfz]3[ASR]1,sample,2000,10000,172.924670,114.145820,58.778851,2.107046,,
2020[Co][nan]2[ASR]6,sample,2000,10000,95.061732,36.337065,58.724668,4.647778,,
2022[Eu][acs]3[ASR]1,sample,2000,10000,146.682819,88.069704,58.613115,2.261738,,
2018[Cu][kgm]2[ASR]2,sample,2000,10000,119.484599,60.879105,58.605494,4.532332,,
2022[Cr][nan]3[ASR]2,sample,2000,10000,215.562858,157.073645,58.489213,2.413532,,
2013[Co][nan]3[ASR]14,sample,2000,10000,142.803986,84.438453,58.365533,2.048551,,
2013[Zn][sod]3[ASR]3,sample,2000,10000,133.787039,75.484863,58.302176,1.951179,,
2016[Gd][nan]3[ASR]1,sample,2000,10000,150.274834,91.974347,58.300487,2.289754,,
2018[Eu][sqc]3[ASR]1,sample,2000,10000,172.491790,114.209866,58.281923,1.898203,,
2021[Co][svk]3[FSR]1,sample,2000,10000,160.241496,102.032330,58.209166,2.058711,,
2017[Cu][nan]3[ASR]10,sample,2000,10000,140.773100,82.631396,58.141704,1.307304,,
2019[Co][hex]3[ASR]1,sample,2000,10000,167.341656,109.361938,57.979718,1.926490,,
2013[Tm][nan]3[FSR]2,sample,2000,10000,91.795642,34.036180,57.759462,3.597032,,
2018[Co][nan]3[ASR]13,sample,2000,10000,144.848064,87.103924,57.744140,1.588728,,
2017[Nd][nan]3[FSR]6,sample,2000,10000,137.440844,79.723478,57.717366,2.884375,,
2018[Gd][sqc]3[ASR]1,sample,2000,10000,173.304769,115.673828,57.630942,3.545325,,
2013[NiCd][nan]3[ASR]1,sample,2000,10000,113.235933,55.629599,57.606335,1.755515,,
2005[Fe][bpq]3[ASR]1,sample,2000,10000,150.061648,92.623810,57.437838,1.594024,,
2018[CoAg][pts]3[ASR]1,sample,2000,10000,151.697885,94.267358,57.430527,1.727561,,
2023[Sc][nan]3[ASR]1,sample,2000,10000,76.820982,19.434825,57.386157,2.822282,,
2023[Sc][nan]3[ASR]8,sample,2000,10000,76.903796,19.529151,57.374645,3.301883,,
2017[Cu][nan]3[ASR]6,sample,2000,10000,139.942751,82.589016,57.353735,1.614521,,
2023[Sc][nan]3[ASR]2,sample,2000,10000,76.667592,19.417035,57.250557,3.662928,,
2000[Al][nan]3[ASR]1,sample,2000,10000,155.114886,97.908247,57.206639,2.134568,,
2015[U][nan]3[FSR]9,sample,2000,10000,138.358873,81.223134,57.135738,2.462278,,
2006[Co][mot]3[FSR]1,sample,2000,10000,135.481233,78.347032,57.134201,2.145406,,
2017[Eu][dia]3[FSR]1,sample,2000,10000,117.604824,60.533169,57.071655,1.887481,,
2006[Co][nan]3[ASR]7,sample,2000,10000,175.250655,118.250558,57.000097,2.556241,,
2020[Sc][nan]3[ASR]1,sample,2000,10000,202.710882,145.888315,56.822568,2.748180,,
2019[Eu][sql]2[ASR]2,sample,2000,10000,103.181413,46.370865,56.810548,2.539916,,
2023[Cu][nan]3[ASR]4,sample,2000,10000,204.968528,148.269925,56.698603,2.473342,,
2010[Zn][lcy]3[ASR]1,sample,2000,10000,166.395787,109.722891,56.672896,2.437905,,
2011[Zn][moa]3[ASR]1,sample,2000,10000,147.150611,90.519267,56.631345,2.622019,,
2008[Ag][nan]3[FSR]1,sample,2000,10000,120.581172,63.991045,56.590127,1.033766,,
2017[Co][hex]3[ASR]1,sample,2000,10000,172.180243,115.608971,56.571272,1.199972,,
2018[Zn][sql]2[ASR]5,sample,2000,10000,114.590952,58.111409,56.479543,1.261515,,
2013[Zn][uni]3[FSR]11,sample,2000,10000,104.717963,48.258171,56.459792,1.953577,,
2019[Mn][srs]3[ASR]1,sample,2000,10000,163.936707,107.601334,56.335372,2.035995,,
2024[Zn][nan]3[FSR]2,sample,2000,10000,166.852109,110.546321,56.305788,3.766291,,
2008[Cu][nan]3[ASR]3,sample,2000,10000,109.975161,53.775311,56.199850,2.284970,,
2011[Co][hex]3[ASR]2,sample,2000,10000,154.985895,98.879568,56.106327,1.822280,,
2018[ZnCd][nan]2[ASR]1,sample,2000,10000,176.400378,120.381928,56.018450,2.998558,,
2014[Tb][nan]3[ASR]3,sample,2000,10000,166.296507,110.279199,56.017308,2.793198,,
2021[Al][nan]3[ASR]16,sample,2000,10000,199.908345,144.069923,55.838422,3.728004,,
2013[Dy][dia]3[ASR]1,sample,2000,10000,145.564917,89.854782,55.710135,2.153499,,
2017[Mn][hxl]2[ASR]1,sample,2000,10000,145.206715,89.561458,55.645256,1.236831,,
2013[Tm][pcu]3[FSR]1,sample,2000,10000,145.709214,90.066531,55.642683,1.995794,,
2014[Er][vmd]3[ASR]1,sample,2000,10000,114.499027,58.949716,55.549310,1.551786,,
2015[Zn][nan]3[ASR]29,sample,2000,10000,170.389426,115.001155,55.388270,1.923708,,
2017[Eu][nan]2[ASR]2,sample,2000,10000,145.780639,90.541751,55.238888,3.181328,,
2018[Zn][nan]3[ASR]2,sample,2000,10000,128.080158,72.904076,55.176082,1.166155,,
2023[ZnTi][nan]3[ASR]12,sample,2000,10000,144.750012,89.671600,55.078411,2.239727,,
2006[Fe][nan]3[ASR]2,sample,2000,10000,118.813513,63.764647,55.048866,2.557112,,
2020[Zn][pcu]3[ASR]7,sample,2000,10000,190.240983,135.259388,54.981595,3.472939,,
2008[ZnSi][cds]3[ASR]1,sample,2000,10000,151.454299,96.550482,54.903817,2.393636,,
2011[La][cds]3[FSR]1,sample,2000,10000,128.379835,73.500789,54.879046,2.040075,,
2019[Co][pcu]3[ASR]2,sample,2000,10000,174.435917,119.588439,54.847478,2.479228,,
2016[Zn][rtl]3[ION]1,sample,2000,10000,154.846593,100.010085,54.836508,4.940919,,
2012[Eu][nan]3[FSR]5,sample,2000,10000,147.197417,92.505758,54.691660,1.278067,,
2013[Er][nan]3[FSR]2,sample,2000,10000,129.848335,75.343468,54.504867,2.946887,,
2019[Yb][sql]2[ASR]1,sample,2000,10000,104.123904,49.640706,54.483198,3.184166,,
2006[Cu][sra]3[ASR]1,sample,2000,10000,144.130594,89.741964,54.388629,2.136894,,
2012[Zn][dia]3[ASR]2,sample,2000,10000,154.696009,100.326381,54.369628,1.723469,,
0000[U][pcu]3[ASR]1,sample,2000,10000,104.239306,50.588943,53.650363,1.826863,,
2021[Al][nan]3[ASR]7,sample,2000,10000,191.194395,137.563281,53.631113,1.654658,,
2019[Pr][nan]3[ASR]2,sample,2000,10000,138.731991,85.138623,53.593368,2.585436,,
2023[Zn][fsc]3[ASR]1,sample,2000,10000,155.955390,102.378109,53.577281,1.396571,,
2015[Mn][tfz]3[ASR]1,sample,2000,10000,148.191232,94.650893,53.540339,2.042216,,
2015[TbZn][nan]3[FSR]2,sample,2000,10000,164.033161,110.637434,53.395728,1.118786,,
2014[Cd][rtl]3[FSR]1,sample,2000,10000,139.997394,86.648639,53.348755,2.801369,,
2019[Zn][hcb]2[ASR]5,sample,2000,10000,132.065751,78.951361,53.114390,2.437724,,
2019[Zn][hcb]2[ASR]1,sample,2000,10000,151.131916,98.038532,53.093384,2.813257,,
2023[ZnTi][nan]3[ASR]11,sample,2000,10000,143.629786,90.605374,53.024412,1.205767,,
2007[ZnSm][stp]3[FSR]1,sample,2000,10000,100.303763,47.313184,52.990578,1.134449,,
2016[Ni][neb]3[ASR]3,sample,2000,10000,97.821069,44.897490,52.923580,1.689130,,
2013[Cd][pcu]3[ASR]4,sample,2000,10000,177.274451,124.584956,52.689494,1.880209,,
2014[ZnMo][pcu]3[FSR]2,sample,2000,10000,175.634050,122.978801,52.655249,2.049848,,
2021[Co][nan]3[ASR]2,sample,2000,10000,155.952728,103.309701,52.643027,3.550143,,
2011[Zn][pts]3[ION]1,sample,2000,10000,125.734416,73.126230,52.608186,1.287544,,
2014[CrMn][nan]3[ASR]1,sample,2000,10000,70.628628,18.172348,52.456280,1.684567,,
0000[Co][nan]3[ASR]3,sample,2000,10000,76.856715,24.437819,52.418896,3.696860,,
2017[Cu][pts]3[ASR]1,sample,2000,10000,135.342239,82.991871,52.350368,1.712792,,
2012[Ni][qtz]3[FSR]1,sample,2000,10000,113.865783,61.545659,52.320124,2.481211,,
2020[Zn][dia]3[ASR]11,sample,2000,10000,117.093332,64.784303,52.309028,3.040355,,
2011[Er][nan]3[ASR]1,sample,2000,10000,66.381396,14.168689,52.212707,2.822641,,
2011[Tb][nan]3[FSR]2,sample,2000,10000,139.567229,87.622386,51.944843,4.005401,,
2019[Zn][sit]3[ASR]1,sample,2000,10000,142.141626,90.222724,51.918902,3.180948,,
2019[Eu][flu]3[ION]1,sample,2000,10000,126.213403,74.357330,51.856074,1.502339,,
2016[USi][ths]3[ASR]1,sample,2000,10000,132.315227,80.530216,51.785010,2.657649,,
2017[Mn][sql]2[ASR]1,sample,2000,10000,159.080995,107.367588,51.713408,1.616359,,
2017[Cd][kgd]2[FSR]3,sample,2000,10000,145.601832,93.983639,51.618192,0.981359,,
2019[Cd][kgd]2[ION]1,sample,2000,10000,106.233363,55.090296,51.143067,5.640893,,
2019[Nd][flu]3[ASR]1,sample,2000,10000,175.571902,124.522439,51.049463,2.109010,,
2011[Cd][flu]3[ASR]1,sample,2000,10000,157.805605,107.037344,50.768261,2.121038,,
2009[Ag][nbo]3[ION]4,sample,2000,10000,65.369766,14.655844,50.713921,1.450777,,
2018[Cu][ths]3[ION]2,sample,2000,10000,127.833435,77.142122,50.691313,1.740150,,
2020[Cu][dia]3[ASR]2,sample,2000,10000,150.549296,99.862468,50.686829,1.888080,,
2013[Y][nan]3[FSR]3,sample,2000,10000,131.070765,80.627214,50.443551,2.979615,,
2014[CuLa][flt]3[ASR]1,sample,2000,10000,125.968094,75.551042,50.417052,1.727980,,
2015[Mg][nan]3[ASR]10,sample,2000,10000,143.539018,93.180741,50.358277,1.107263,,
2008[In][dia]3[ION]1,sample,2000,10000,133.812823,83.456322,50.356501,2.540869,,
2015[Mg][nan]3[ASR]9,sample,2000,10000,144.140722,93.795434,50.345288,1.669312,,
2019[In][bpq]3[ASR]2,sample,2000,10000,172.447890,122.175400,50.272490,1.931124,,
2013[ZnSi][flu]3[FSR]1,sample,2000,10000,167.876763,117.681987,50.194776,2.033009,,
2017[Pr][mog]3[FSR]1,sample,2000,10000,104.641037,54.621915,50.019122,2.326052,,
2012[Zn][dmp]3[ASR]2,sample,2000,10000,141.078600,91.068505,50.010095,3.046528,,
2019[Co][stp]3[ASR]1,sample,2000,10000,108.522214,58.563542,49.958672,1.676139,,
2023[ZnTi][nan]3[ASR]7,sample,2000,10000,138.075574,88.143127,49.932447,2.350676,,
2023[Sc][bpq]3[ASR]2,sample,2000,10000,145.615750,95.812451,49.803299,1.752444,,
2014[Ni][nan]3[FSR]2,sample,2000,10000,117.202576,67.486030,49.716546,1.768784,,
2023[CuMo][nan]2[ASR]2,sample,2000,10000,95.516396,45.838983,49.677413,3.929510,,
2006[Cu][sra]3[ION]1,sample,2000,10000,115.513553,65.905428,49.608125,1.106563,,
2016[Zn][nan]3[ASR]18,sample,2000,10000,154.836572,105.230687,49.605885,3.767360,,
2013[Cu][nan]3[ASR]6,sample,2000,10000,84.070617,34.470044,49.600573,2.024255,,
2014[Cd][dmp]3[ASR]1,sample,2000,10000,150.846558,101.376488,49.470070,1.884807,,
2017[Gd][kgd]2[ASR]1,sample,2000,10000,88.944481,39.480935,49.463546,4.999317,,
2019[Co][hcb]2[ASR]1,sample,2000,10000,163.545499,114.122233,49.423267,1.663150,,
2013[WCo][mmo]3[FSR]1,sample,2000,10000,82.183692,33.032429,49.151264,3.503149,,
2018[Cu][sit]3[ASR]1,sample,2000,10000,123.614698,74.613481,49.001217,3.275106,,
2017[Zn][unc]3[ASR]2,sample,2000,10000,190.668030,141.678237,48.989793,3.807884,,
2024[Mn][nan]3[ASR]2,sample,2000,10000,132.094816,83.126986,48.967830,2.538329,,
2016[Ni][dia]3[ASR]4,sample,2000,10000,115.029952,66.175741,48.854211,1.941051,,
2011[Eu][cds]3[FSR]1,sample,2000,10000,120.348684,71.582729,48.765955,1.825797,,
2014[Cd][nan]3[FSR]5,sample,2000,10000,117.097165,68.402965,48.694200,2.268347,,
2011[CuW][ths]3[ASR]2,sample,2000,10000,101.110842,52.557034,48.553808,1.207001,,
2005[Zn][nan]3[ASR]6,sample,2000,10000,166.959532,118.598705,48.360827,2.609274,,
2014[Zn][nou]3[ASR]1,sample,2000,10000,157.978868,109.661419,48.317449,1.080251,,
2016[Cd][pts]3[ION]1,sample,2000,10000,126.793986,78.502222,48.291763,3.539578,,
2021[Zn][bex]2[ASR]1,sample,2000,10000,140.748421,92.503747,48.244674,2.644445,,
0000[Zn][sra]3[ASR]1,sample,2000,10000,120.385142,72.264780,48.120362,2.292728,,
2012[Co][pcu]3[ION]1,sample,2000,10000,151.808167,103.752938,48.055228,3.434303,,
2023[Ho][nan]3[ASR]1,sample,2000,10000,133.320809,85.322282,47.998527,1.657986,,
2023[Tb][nan]3[ASR]2,sample,2000,10000,132.339139,84.367046,47.972093,2.502437,,
2005[Nd][sqc]3[FSR]1,sample,2000,10000,130.511326,82.542915,47.968411,2.750161,,
2017[Eu][mog]3[FSR]1,sample,2000,10000,107.425644,59.537782,47.887862,2.007937,,
2015[ErCo][hcb]2[FSR]1,sample,2000,10000,152.247333,104.540906,47.706428,1.357350,,
2015[TmCo][hcb]2[FSR]1,sample,2000,10000,152.613131,104.915944,47.697187,1.995177,,
2021[Fe][bpq]3[ASR]1,sample,2000,10000,147.630049,99.954294,47.675755,1.458933,,
2017[Cd][sql]2[FSR]11,sample,2000,10000,132.448659,84.808444,47.640214,1.990457,,
2009[U][nan]3[FSR]1,sample,2000,10000,120.804600,73.176047,47.628553,1.928386,,
2009[Ni][pyr]3[ASR]1,sample,2000,10000,158.692876,111.291275,47.401601,1.801766,,
2022[Lu][nan]3[FSR]1,sample,2000,10000,163.384782,116.046198,47.338585,3.351113,,
2015[Ho][rob]3[ASR]1,sample,2000,10000,144.008480,96.747207,47.261273,2.704509,,
2023[Zn][sra]3[ASR]1,sample,2000,10000,162.384600,115.368426,47.016174,1.388614,,
2023[U][dia]3[ASR]1,sample,2000,10000,117.195802,70.241835,46.953967,2.300365,,
2013[Co][nan]3[ASR]7,sample,2000,10000,142.731865,95.960228,46.771637,1.681473,,
2017[Cu][sql]2[ASR]3,sample,2000,10000,112.222315,65.470249,46.752066,1.122803,,
2011[Sc][nan]3[ASR]7,sample,2000,10000,56.570696,9.866027,46.704670,2.773775,,
2016[In][nan]3[ASR]12,sample,2000,10000,221.874535,175.275765,46.598771,3.012070,,
2022[Cd][nan]3[ASR]1,sample,2000,10000,141.740724,95.175967,46.564757,1.622066,,
2023[ZnTi][nan]3[ASR]2,sample,2000,10000,134.296580,87.750477,46.546103,1.115783,,
2004[Ho][pcu]3[ASR]1,sample,2000,10000,108.221684,61.708014,46.513670,1.352945,,
2019[Cd][cem]2[ASR]2,sample,2000,10000,127.001085,80.488064,46.513021,1.805068,,
2022[Zn][hcb]2[ASR]1,sample,2000,10000,142.812659,96.308087,46.504572,1.772696,,
2021[Co][nan]3[ION]1,sample,2000,10000,160.500493,114.207823,46.292670,2.102596,,
2020[Cd][rtl]3[ION]1,sample,2000,10000,165.400630,119.145662,46.254968,1.993440,,
2016[Th][nan]3[ASR]1,sample,2000,10000,147.688894,101.565293,46.123601,1.161292,,
2019[Eu][nan]3[ASR]2,sample,2000,10000,91.028716,45.090708,45.938008,2.379274,,
0000[Zn][nan]2[ASR]2,sample,2000,10000,155.156755,109.228363,45.928392,1.638908,,
2019[Co][pcu]3[ASR]7,sample,2000,10000,156.628867,110.745633,45.883234,4.007461,,
2006[Er][tfz]3[ASR]1,sample,2000,10000,98.259777,52.386647,45.873130,2.053761,,
2009[Cd][met]3[ASR]1,sample,2000,10000,116.911255,71.078086,45.833170,0.778720,,
2017[Co][sql]2[FSR]2,sample,2000,10000,91.612066,45.785243,45.826822,4.238736,,
2005[ZnU][nan]3[ASR]1,sample,2000,10000,101.871022,56.144777,45.726245,1.179172,,
2020[NiMn][nan]3[FSR]1,sample,2000,10000,143.613674,97.897298,45.716375,1.395430,,
2017[Mn][kgm]2[ASR]1,sample,2000,10000,132.211867,86.498477,45.713390,2.350546,,
2015[Mg][nan]3[ASR]3,sample,2000,10000,119.012189,73.301664,45.710524,2.645616,,
2009[Ni][tfz]3[ASR]1,sample,2000,10000,138.283530,92.662221,45.621309,2.049649,,
2016[Eu][kgd]2[ASR]1,sample,2000,10000,136.515580,90.925029,45.590551,2.657384,,
2011[HoCu][stp]3[ASR]2,sample,2000,10000,126.853066,81.285665,45.567401,3.265379,,
2020[Co][sql]2[FSR]6,sample,2000,10000,143.684856,98.120719,45.564137,1.487481,,
0000[Tb][pcu]3[ASR]1,sample,2000,10000,132.210322,86.721658,45.488664,2.921822,,
2018[Zn][sql]2[ASR]11,sample,2000,10000,120.726797,75.431118,45.295679,2.467234,,
2013[Zn][pts]3[ASR]3,sample,2000,10000,155.475136,110.367618,45.107518,3.035506,,
2019[Cu][lcv]3[FSR]2,sample,2000,10000,106.927751,61.957419,44.970333,1.077172,,
2016[Co][bbf]3[ASR]1,sample,2000,10000,88.699765,43.865419,44.834347,4.738335,,
2024[Zn][sql]2[ASR]1,sample,2000,10000,157.229375,112.413382,44.815994,4.956942,,
2022[Ni][nan]3[ASR]5,sample,2000,10000,118.997205,74.221644,44.775560,0.891552,,
2011[Ce][nan]3[ASR]1,sample,2000,10000,101.741825,56.966492,44.775333,1.331213,,
2013[Cd][pcu]3[ION]1,sample,2000,10000,135.834573,91.170537,44.664036,1.562187,,
2015[Ni][dia]3[FSR]3,sample,2000,10000,122.455032,77.880953,44.574080,2.397498,,
2021[Zn][nan]3[ASR]13,sample,2000,10000,165.226762,120.684805,44.541957,4.794043,,
2016[Cd][sql]2[ION]1,sample,2000,10000,100.340501,55.868741,44.471760,2.007092,,
2020[Zn][nan]3[ASR]13,sample,2000,10000,148.975866,104.613872,44.361994,1.035804,,
2020[Cd][hcb]2[ASR]4,sample,2000,10000,78.696335,34.492347,44.203988,3.719947,,
2020[Cu][pyr]3[ASR]1,sample,2000,10000,142.712873,98.549657,44.163216,1.123016,,
2011[Nd][mog]3[FSR]1,sample,2000,10000,111.933746,67.801741,44.132005,2.318281,,
2020[Zn][pcu]3[ASR]11,sample,2000,10000,157.817733,113.694165,44.123568,3.745951,,
2019[Zn][hcb]2[FSR]1,sample,2000,10000,146.422441,102.325422,44.097019,1.779474,,
2023[Ga][bpq]3[ASR]21,sample,2000,10000,163.146860,119.160093,43.986767,2.302802,,
2005[Mn][lvt]2[ASR]10,sample,2000,10000,126.443062,82.468404,43.974658,1.942273,,
2004[Pr][nan]3[ASR]1,sample,2000,10000,112.758010,68.836744,43.921266,2.205081,,
2022[Cd][nan]3[FSR]1,sample,2000,10000,130.852183,87.010856,43.841327,2.067409,,
2016[Dy][dia]3[FSR]1,sample,2000,10000,53.128964,9.304076,43.824888,5.558331,,
2017[Cd][sql]2[ASR]6,sample,2000,10000,115.736415,72.005744,43.730671,2.050546,,
2024[Cd][sql]2[ASR]1,sample,2000,10000,99.850826,56.126179,43.724647,4.311486,,
1998[La][nan]3[ASR]1,sample,2000,10000,114.994838,71.356766,43.638073,2.495895,,
2017[Ni][sql]2[ASR]2,sample,2000,10000,145.533605,101.896456,43.637149,2.069117,,
2013[Eu][nan]3[ASR]10,sample,2000,10000,60.667657,17.091374,43.576282,4.097826,,
2017[Ag][srs]3[ION]38,sample,2000,10000,150.671710,107.161765,43.509945,4.249967,,
2017[Co][bnn]3[ASR]3,sample,2000,10000,158.900524,115.436970,43.463553,1.770348,,
2021[Cd][tfz]3[FSR]4,sample,2000,10000,129.416189,85.965392,43.450797,3.614797,,
2023[Cu][sql]2[FSR]3,sample,2000,10000,153.369528,109.945431,43.424097,3.276488,,
2022[Ni][nan]3[ASR]3,sample,2000,10000,161.761231,118.458764,43.302468,1.684616,,
2020[Cu][sql]2[FSR]15,sample,2000,10000,164.097665,120.813690,43.283975,2.338499,,
2016[Zn][sra]3[ASR]2,sample,2000,10000,106.432196,63.199806,43.232391,3.327376,,
2007[Ni][pcu]3[ASR]3,sample,2000,10000,141.994783,98.803594,43.191189,4.161460,,
2009[AgHo][nan]3[ASR]1,sample,2000,10000,71.560759,28.564059,42.996701,3.511100,,
2022[Eu][pcu]3[ASR]1,sample,2000,10000,133.923475,91.103547,42.819928,2.318205,,
2018[Eu][nan]3[FSR]5,sample,2000,10000,77.610221,34.971773,42.638448,3.160715,,
2015[Cd][nan]3[ASR]11,sample,2000,10000,128.562930,85.942806,42.620124,3.183663,,
2023[ZnTi][nan]3[ION]6,sample,2000,10000,130.207477,87.789341,42.418136,1.787287,,
2014[Zn][nan]3[ASR]17,sample,2000,10000,130.155826,87.738914,42.416912,3.043669,,
2012[Nd][nan]3[ASR]3,sample,2000,10000,77.275541,35.004570,42.270971,2.500975,,
2020[Co][nan]3[ASR]10,sample,2000,10000,132.932353,90.672776,42.259577,2.957185,,
2020[CuGe][sql]2[ASR]3,sample,2000,10000,139.926869,97.703483,42.223387,2.537352,,
2005[Cu][sxd]3[ASR]1,sample,2000,10000,53.597056,11.527270,42.069785,5.506687,,
2017[Ni][sqc]3[ASR]1,sample,2000,10000,99.196510,57.189996,42.006514,3.355805,,
2008[Gd][nan]3[ASR]3,sample,2000,10000,110.679113,68.705136,41.973978,2.537979,,
0000[Co][nan]2[ASR]4,sample,2000,10000,176.024402,134.268378,41.756023,2.064600,,
2019[Co][hcb]2[FSR]1,sample,2000,10000,148.549193,106.841112,41.708082,2.084833,,
2009[ZnPtAu][pth]3[ASR]1,sample,2000,10000,119.647022,77.987127,41.659896,1.585303,,
2005[Er][nan]3[ASR]1,sample,2000,10000,72.304987,30.651387,41.653600,2.181251,,
2019[U][pts]3[FSR]1,sample,2000,10000,196.002175,154.499111,41.503065,1.254765,,
2020[Ni][sql]2[FSR]10,sample,2000,10000,156.305139,114.933558,41.371581,2.057967,,
2017[Nd][nan]3[ASR]3,sample,2000,10000,108.651813,67.520350,41.131463,1.221743,,
2011[Co][nan]3[ASR]8,sample,2000,10000,169.182438,128.354600,40.827838,1.256860,,
2009[Zn][dia]3[ASR]4,sample,2000,10000,170.694346,129.930391,40.763955,1.542461,,
2016[USi][ths]3[FSR]1,sample,2000,10000,118.185005,77.601631,40.583374,1.966122,,
2023[Ni][nan]3[FSR]3,sample,2000,10000,132.441887,91.862498,40.579389,3.395264,,
2016[Mn][nan]3[FSR]2,sample,2000,10000,146.433330,105.908067,40.525262,2.598724,,
2005[Fe][nan]3[ASR]1,sample,2000,10000,77.968005,37.459499,40.508506,2.907104,,
2011[Co][mok]3[ASR]1,sample,2000,10000,140.953892,100.453782,40.500110,4.402525,,
2023[Eu][kgd]2[FSR]1,sample,2000,10000,140.471985,100.046367,40.425618,1.802488,,
2017[Ag][srs]3[ION]31,sample,2000,10000,148.098478,107.700828,40.397650,3.158675,,
2020[Zn][qtz]3[ASR]1,sample,2000,10000,118.781423,78.408898,40.372525,1.752353,,
2012[In][dia]3[ASR]6,sample,2000,10000,147.790900,107.547497,40.243403,4.029554,,
2017[ZnSi][sql]2[ASR]1,sample,2000,10000,145.821519,105.605254,40.216266,3.179073,,
2020[Tb][nan]3[ASR]7,sample,2000,10000,133.890403,93.710810,40.179593,1.785599,,
2017[Ag][hcb]2[ASR]9,sample,2000,10000,138.668170,98.499046,40.169124,2.644643,,
2011[Zn][nan]3[ASR]15,sample,2000,10000,93.383322,53.221855,40.161467,3.246972,,
2017[Ni][hcb]2[FSR]1,sample,2000,10000,108.547296,68.406751,40.140545,1.995870,,
2015[Cd][tcs]3[ASR]1,sample,2000,10000,53.154323,13.020524,40.133799,3.748182,,
2019[Mg][sql]2[FSR]1,sample,2000,10000,110.978586,70.856923,40.121663,2.178115,,
2006[V][nan]3[ASR]4,sample,2000,10000,131.730548,91.623583,40.106964,1.906853,,
2010[YbCo][pth]3[FSR]1,sample,2000,10000,95.635181,55.550740,40.084441,1.173509,,
2015[Co][nan]3[ASR]9,sample,2000,10000,118.652315,78.570851,40.081464,0.749352,,
2023[Cu][nan]3[ASR]3,sample,2000,10000,125.324776,85.265399,40.059376,2.480343,,
2003[Co][pts]3[ASR]1,sample,2000,10000,144.793400,104.968229,39.825171,1.758766,,
