# UNATTESTED. Post-seal read-only pull from bnode0 2026-09-02T12:0xZ. Outside the sealed 16/16 attestation; nothing attests these bytes are unchanged since the campaign. Workspace data postdates the filed REPORT.md, so row counts DO NOT match filed totals -- see the filed_total / count_matches_filed columns. Skip this line when parsing.
rep,arm,parent,child,ligands_removed,parent_natoms,child_natoms,density,volume,parent_wc,child_wc,delta,fidelity,source_file,source_sha256,pulled_at,attestation,workspace_mtime,filed_total,count_matches_filed
rep15,ungated,2013[Co][nbo]3[FSR]1,2013[Co][nbo]3[FSR]1+DEAQ,16,208,160,1.31,2698.071,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2013[Co][sqc]3[FSR]4,2013[Co][sqc]3[FSR]4+DEAQ,4,86,74,1.57,956.090,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2013[CuDy][nan]3[FSR]1,2013[CuDy][nan]3[FSR]1+DEAQ,2,84,78,1.85,1123.182,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2013[Cu][nan]3[FSR]2,2013[Cu][nan]3[FSR]2+DEAQ,8,256,232,2.42,3792.058,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2013[LaCo][nan]3[FSR]1,2013[LaCo][nan]3[FSR]1+DEAQ,48,936,792,1.44,12002.281,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2013[NiV][nan]3[FSR]1,2013[NiV][nan]3[FSR]1+DEAQ,2,72,66,1.31,1112.276,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2013[Ni][mog]3[FSR]1,2013[Ni][mog]3[FSR]1+DEAQ,20,190,130,1.07,2495.391,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2013[SmCo][nan]3[FSR]1,2013[SmCo][nan]3[FSR]1+DEAQ,48,936,792,1.49,11816.208,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2013[Zn][nan]3[FSR]26,2013[Zn][nan]3[FSR]26+DEAQ,4,400,388,1.36,5145.161,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[Cd][bnn]3[FSR]1,2014[Cd][bnn]3[FSR]1+DEAQ,4,173,161,1.31,2258.839,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[Cd][deh]3[FSR]1,2014[Cd][deh]3[FSR]1+DEAQ,8,280,256,1.14,4439.747,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[Cd][nan]3[FSR]16,2014[Cd][nan]3[FSR]16+DEAQ,12,252,216,1.47,3012.780,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[Cd][nan]3[FSR]9,2014[Cd][nan]3[FSR]9+DEAQ,8,272,248,1.55,3350.517,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[Co][cds]3[FSR]1,2014[Co][cds]3[FSR]1+DEAQ,8,288,264,1.26,3295.871,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[CuMn][pcu]3[FSR]1,2014[CuMn][pcu]3[FSR]1+DEAQ,10,122,92,1.53,1690.654,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[Cu][dia]3[FSR]8,2014[Cu][dia]3[FSR]8+DEAQ,8,316,292,1.00,4574.011,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[ErU][nan]3[FSR]1,2014[ErU][nan]3[FSR]1+DEAQ,10,101,71,2.33,1351.084,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[GdU][nan]3[FSR]1,2014[GdU][nan]3[FSR]1+DEAQ,10,101,71,2.30,1356.413,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[Gd][pcu]3[FSR]1,2014[Gd][pcu]3[FSR]1+DEAQ,4,116,104,1.91,1457.805,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[HoU][nan]3[FSR]1,2014[HoU][nan]3[FSR]1+DEAQ,10,101,71,2.30,1364.423,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[Mn][dia]3[FSR]2,2014[Mn][dia]3[FSR]2+DEAQ,8,244,220,1.22,2529.042,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[Mn][nan]3[FSR]8,2014[Mn][nan]3[FSR]8+DEAQ,4,94,82,2.10,1304.724,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[Mn][pts]3[FSR]1,2014[Mn][pts]3[FSR]1+DEAQ,4,236,224,1.14,3405.739,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[SmU][nan]3[FSR]1,2014[SmU][nan]3[FSR]1+DEAQ,10,101,71,2.25,1373.320,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[TbU][nan]3[FSR]1,2014[TbU][nan]3[FSR]1+DEAQ,10,101,71,2.29,1362.143,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[TmU][nan]3[FSR]1,2014[TmU][nan]3[FSR]1+DEAQ,10,101,71,2.33,1351.972,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[UDy][nan]3[FSR]1,2014[UDy][nan]3[FSR]1+DEAQ,10,101,71,2.32,1351.755,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[UEu][nan]3[FSR]1,2014[UEu][nan]3[FSR]1+DEAQ,10,101,71,2.25,1374.545,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[YbCu][nan]3[FSR]1,2014[YbCu][nan]3[FSR]1+DEAQ,4,142,130,2.11,1745.154,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2014[YbU][nan]3[FSR]1,2014[YbU][nan]3[FSR]1+DEAQ,10,101,71,2.34,1353.897,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[Cd][nan]3[FSR]26,2015[Cd][nan]3[FSR]26+DEAQ,8,332,308,1.44,4646.927,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[Cd][sql]2[FSR]4,2015[Cd][sql]2[FSR]4+DEAQ,4,106,94,1.12,1372.170,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[Cd][sql]2[FSR]5,2015[Cd][sql]2[FSR]5+DEAQ,4,192,180,1.20,2588.403,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[CoDy][hcb]2[FSR]1,2015[CoDy][hcb]2[FSR]1+DEAQ,3,56,47,1.35,878.464,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[Co][nan]3[FSR]10,2015[Co][nan]3[FSR]10+DEAQ,4,60,48,1.49,815.497,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[Co][pcu]3[FSR]5,2015[Co][pcu]3[FSR]5+DEAQ,8,338,314,1.04,5526.448,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[Co][sqc]3[FSR]2,2015[Co][sqc]3[FSR]2+DEAQ,2,177,171,1.10,2549.824,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[ErCu][jaj]3[FSR]1,2015[ErCu][jaj]3[FSR]1+DEAQ,12,192,156,1.46,2830.148,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[Gd][nan]3[FSR]4,2015[Gd][nan]3[FSR]4+DEAQ,4,1020,1008,1.67,12646.851,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[Ni][ant]3[FSR]1,2015[Ni][ant]3[FSR]1+DEAQ,4,82,70,1.46,1058.181,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[TbCu][nan]3[FSR]1,2015[TbCu][nan]3[FSR]1+DEAQ,32,512,416,1.20,8671.867,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[TbEu][nan]3[FSR]1,2015[TbEu][nan]3[FSR]1+DEAQ,16,328,280,1.31,4805.994,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[TbEu][nan]3[FSR]2,2015[TbEu][nan]3[FSR]2+DEAQ,16,328,280,1.32,4787.004,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[TbEu][nan]3[FSR]3,2015[TbEu][nan]3[FSR]3+DEAQ,16,328,280,1.32,4803.723,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[TbZn][nan]3[FSR]1,2015[TbZn][nan]3[FSR]1+DEAQ,8,174,150,1.32,2794.201,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[TbZn][nan]3[FSR]2,2015[TbZn][nan]3[FSR]2+DEAQ,8,174,150,1.26,2935.171,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[Tb][nan]3[FSR]15,2015[Tb][nan]3[FSR]15+DEAQ,16,328,280,1.35,4725.098,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2015[TmCo][hcb]2[FSR]1,2015[TmCo][hcb]2[FSR]1+DEAQ,3,56,47,1.39,860.984,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2016[Cd][nan]3[FSR]27,2016[Cd][nan]3[FSR]27+DEAQ,4,176,164,1.36,2333.326,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2016[CeMg][nan]3[FSR]1,2016[CeMg][nan]3[FSR]1+DEAQ,12,226,190,1.39,3204.880,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2016[Co][sqc]3[FSR]3,2016[Co][sqc]3[FSR]3+DEAQ,4,128,116,0.87,2091.612,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2016[CuCe][nan]3[FSR]1,2016[CuCe][nan]3[FSR]1+DEAQ,4,168,156,1.52,3260.034,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2016[CuU][sqc]3[FSR]1,2016[CuU][sqc]3[FSR]1+DEAQ,2,30,24,2.27,427.355,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2016[Cu][nan]3[FSR]15,2016[Cu][nan]3[FSR]15+DEAQ,4,130,118,2.47,1184.106,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2016[LaCu][nan]3[FSR]1,2016[LaCu][nan]3[FSR]1+DEAQ,2,190,184,1.62,3242.075,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
rep15,ungated,2016[Mg][hcb]2[FSR]2,2016[Mg][hcb]2[FSR]2+DEAQ,24,240,168,1.02,2781.773,NOT IN AUTHORISED PULL,NOT IN AUTHORISED PULL,,screening cycles only (REPORT.md),ws/rep15/manifests/mods.csv,8e57441ee821c5f0…,2026-09-02T12:0xZ,none - post-seal pull,2026-08-30 12:42,"42 measured pairs, 41 of 42 children beat parent, mean +18.6, max +74.8","N/A - mods.csv is the BUILD manifest (206 rows), carries no WC column"
