# UNATTESTED. Post-seal read-only pull from bnode0 2026-09-02T12:0xZ. Outside the sealed 16/16 attestation; nothing attests these bytes are unchanged since the campaign. Workspace data postdates the filed REPORT.md, so row counts DO NOT match filed totals -- see the filed_total / count_matches_filed columns. Skip this line when parsing.
rep,arm,parent,child,parent_wc,parent_sd,child_wc,child_sd,delta,parent_fidelity,child_fidelity,source_file,source_sha256,pulled_at,attestation,workspace_mtime,filed_total,count_matches_filed
rep02,ungated,2013[Co][sit]3[ASR]1,2013[Co][sit]3[ASR]1__1of2,115.758,4.216,187.628,3.23,+71.870,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,0000[Co][sit]3[ASR]1,0000[Co][sit]3[ASR]1__1of2,123.243,3.581,184.528,2.147,+61.285,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2009[Mg][lvt]3[ASR]1,2009[Mg][lvt]3[ASR]1__1of2,125.901,3.283,176.74,3.291,+50.839,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][pcu]3[ASR]6,2016[Zn][pcu]3[ASR]6__1of2,121.744,3.814,191.076,3.548,+69.332,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2015[Zn][nan]3[ASR]45,2015[Zn][nan]3[ASR]45__1of2,84.407,3.357,181.094,2.868,+96.687,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2009[Gd][sxb]3[ASR]1,2009[Gd][sxb]3[ASR]1__1of2,100.191,4.556,176.644,4.037,+76.453,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2006[Cu][srs]3[ASR]1,2006[Cu][srs]3[ASR]1__1of2,90.912,4.475,161.84,2.016,+70.928,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2008[ZnCo][sit]3[ASR]1,2008[ZnCo][sit]3[ASR]1__1of2,102.032,1.824,179.968,2.129,+77.936,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2018[Zn][pth]3[ASR]1,2018[Zn][pth]3[ASR]1__1of2,105.548,2.099,198.866,0.771,+93.318,3000 prod,50000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2015[Zn][nan]3[ASR]35,2015[Zn][nan]3[ASR]35__1of2,103.268,3.383,188.686,4.335,+85.418,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2018[Zn][pth]3[ASR]2,2018[Zn][pth]3[ASR]2__1of2,106.876,3.791,199.341,0.771,+92.465,3000 prod,50000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2011[Co][sit]3[ASR]1,2011[Co][sit]3[ASR]1__1of2,123.708,2.086,183.471,2.159,+59.763,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2008[ZnNi][sit]3[ASR]1,2008[ZnNi][sit]3[ASR]1__1of2,111.692,3.323,182.698,0.868,+71.006,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2005[Fe][srs]3[FSR]1,2005[Fe][srs]3[FSR]1__1of2,54.082,3.345,173.54,2.949,+119.458,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[Zn][sit]3[ASR]1,2017[Zn][sit]3[ASR]1__1of2,64.315,4.33,178.572,2.685,+114.257,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2009[Eu][sxb]3[ASR]1,2009[Eu][sxb]3[ASR]1__1of2,92.357,5.075,177.502,4.425,+85.145,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2021[Co][sit]3[ASR]1,2021[Co][sit]3[ASR]1__1of2,92.439,3.499,187.915,4.085,+95.476,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2011[Cu][lvt]3[ASR]5,2011[Cu][lvt]3[ASR]5__1of2,114.287,3.814,176.886,2.082,+62.599,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Cu][pts]3[ASR]2,2019[Cu][pts]3[ASR]2__1of2,141.323,2.612,186.237,2.849,+44.914,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2020[Co][sit]3[ASR]1,2020[Co][sit]3[ASR]1__1of2,124.751,2.114,178.123,1.585,+53.372,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Zn][ths]3[ASR]2,2014[Zn][ths]3[ASR]2__1of2,97.277,1.664,177.724,1.935,+80.447,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[CoMg][hex]3[ASR]1,2019[CoMg][hex]3[ASR]1__1of2,55.389,3.7,167.049,3.505,+111.660,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Co][hex]3[ASR]1,2019[Co][hex]3[ASR]1__1of2,57.232,4.407,166.178,2.388,+108.946,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2012[Zn][pcu]3[ASR]14,2012[Zn][pcu]3[ASR]14__1of2,100.434,1.981,172.492,2.344,+72.058,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,0000[Cd][nan]3[ASR]12,0000[Cd][nan]3[ASR]12__1of2,104.758,1.954,169.234,2.227,+64.476,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Zr][scu]3[ASR]1,2019[Zr][scu]3[ASR]1__1of2,124.987,5.809,155.332,1.918,+30.345,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2023[Zn][fsc]3[FSR]2,2023[Zn][fsc]3[FSR]2__1of2,102.156,2.463,178.172,2.853,+76.016,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2018[Zn][pcu]3[ASR]17,2018[Zn][pcu]3[ASR]17__1of3,49.047,5.611,183.373,1.441,+134.326,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2021[U][ths]3[ASR]3,2021[U][ths]3[ASR]3__1of2,124.659,4.474,186.99,3.104,+62.331,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[Cu][pts]3[FSR]1,2017[Cu][pts]3[FSR]1__1of2,122.648,3.34,194.728,1.111,+72.080,3000 prod,10000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[In][pts]3[ASR]2,2017[In][pts]3[ASR]2__1of2,125.811,3.874,195.886,2.489,+70.075,3000 prod,10000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2020[Zn][tfz]3[ASR]1,2020[Zn][tfz]3[ASR]1__1of2,110.567,5.302,168.297,2.289,+57.730,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[Cu][pts]3[ASR]2,2017[Cu][pts]3[ASR]2__1of2,130.879,2.98,196.571,1.265,+65.692,3000 prod,10000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2015[Zn][pcu]3[FSR]16,2015[Zn][pcu]3[FSR]16__1of2,136.195,4.887,177.286,2.321,+41.091,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2012[Co][hex]3[ASR]1,2012[Co][hex]3[ASR]1__1of2,50.887,3.638,169.003,2.986,+118.116,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2021[Co][pcu]3[FSR]3,2021[Co][pcu]3[FSR]3__1of2,74.372,5.689,177.909,3.391,+103.537,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,0000[ZnSi][pcu]3[ASR]1,0000[ZnSi][pcu]3[ASR]1__1of2,54.543,2.479,167.101,2.753,+112.558,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2012[Co][dia]3[FSR]1,2012[Co][dia]3[FSR]1__1of2,59.002,2.115,189.854,2.721,+130.852,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2022[Zr][lvt]3[ASR]1,2022[Zr][lvt]3[ASR]1__1of2,128.123,1.981,143.792,1.632,+15.669,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Co][cml]3[ASR]1,2013[Co][cml]3[ASR]1__1of2,123.458,2.199,175.489,3.155,+52.031,10000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Zn][ths]3[FSR]3,2014[Zn][ths]3[FSR]3__1of2,81.634,3.84,170.768,2.933,+89.134,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Zn][utp]3[ASR]1,2014[Zn][utp]3[ASR]1__1of2,84.48,4.742,193.585,3.09,+109.105,3000 prod,10000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2022[Co][sit]3[ASR]1,2022[Co][sit]3[ASR]1__1of2,129.048,3.113,181.987,1.235,+52.939,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,0000[Co][sit]3[ASR]2,0000[Co][sit]3[ASR]2__1of2,129.605,1.986,179.76,1.8,+50.155,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2007[TbV][nan]3[ASR]1,2007[TbV][nan]3[ASR]1__1of2,91.213,5.144,163.287,4.376,+72.074,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2018[U][ths]3[ASR]1,2018[U][ths]3[ASR]1__1of2,69.51,1.125,191.152,1.314,+121.642,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Co][nan]3[ASR]2,2016[Co][nan]3[ASR]2__1of2,70.044,2.715,161.394,2.066,+91.350,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[Co][nan]3[ASR]1,2017[Co][nan]3[ASR]1__1of2,68.423,1.512,161.723,1.348,+93.300,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Zn][utp]3[ASR]1,2019[Zn][utp]3[ASR]1__1of2,85.887,6.304,196.304,3.317,+110.417,3000 prod,10000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2008[Zn][dia]3[ASR]2,2008[Zn][dia]3[ASR]2__1of2,56.393,5.822,175.437,3.956,+119.044,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2006[Co][ths]3[ASR]1,2006[Co][ths]3[ASR]1__1of2,63.147,2.273,183.372,2.716,+120.225,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2004[Zn][ths]3[ASR]1,2004[Zn][ths]3[ASR]1__1of2,86.666,2.546,168.784,1.214,+82.118,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][rtl]3[FSR]1,2016[Zn][rtl]3[FSR]1__1of2,46.664,2.834,183.669,2.051,+137.005,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Zn][nan]3[ASR]10,2014[Zn][nan]3[ASR]10__1of2,81.873,1.717,161.66,1.744,+79.787,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2009[Cu][tbo]3[ASR]2,2009[Cu][tbo]3[ASR]2__1of2,84.712,2.381,172.343,1.205,+87.631,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][ths]3[ASR]4,2016[Zn][ths]3[ASR]4__1of2,87.462,3.58,165.961,3.273,+78.499,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]3,2013[Zn][ths]3[ASR]3__1of2,85.045,4.644,170.598,1.638,+85.553,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[Ag][dia]3[ASR]1,2017[Ag][dia]3[ASR]1__1of4,56.662,5.307,181.383,5.636,+124.721,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2020[Zn][tfz]3[FSR]2,2020[Zn][tfz]3[FSR]2__1of2,100.143,3.761,174.617,4.446,+74.474,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Zn][nan]3[ASR]15,2014[Zn][nan]3[ASR]15__1of2,64.737,2.121,147.96,5.098,+83.223,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][ths]3[ASR]12,2016[Zn][ths]3[ASR]12__1of2,90.79,3.058,166.826,4.606,+76.036,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]5,2013[Zn][ths]3[ASR]5__1of2,88.14,5.852,168.389,3.44,+80.249,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2003[Co][pts]3[ASR]1,2003[Co][pts]3[ASR]1__1of2,41.281,2.964,169.817,4.377,+128.536,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Zn][ths]3[FSR]4,2014[Zn][ths]3[FSR]4__1of2,88.317,2.48,168.324,3.288,+80.007,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][crb]3[ASR]1,2016[Zn][crb]3[ASR]1__1of2,145.386,2.228,176.782,4.552,+31.396,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]13,2013[Zn][ths]3[ASR]13__1of2,89.189,3.162,167.79,3.071,+78.601,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Zn][utp]3[ASR]2,2014[Zn][utp]3[ASR]2__1of2,68.233,7.084,185.765,4.902,+117.532,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
